tconst,director_name,writer_name
tt0202179,"Richard Kinon,Joseph Barbera,Harry Harris,William Hanna,Ken Kwapis,Joan Darling,Bruce Malmuth,Eric Till,Claudia Weill,Gabrielle Beaumont,Sharron Miller,Sandy Smolan,Victor Lobl,Arthur Allan Seidelman,Anson Williams,Nell Cox,Helen Whitney,Kristoffer Tabori,Jeremy Kagan,Tom Skerritt,Richard Masur,Jesús Salvador Treviño,Thomas Schlamme,Harry Winer,Victor Du Bois,Lynn Hamrick,Allen Coulter,Robert Mandel,Alexander Grasshoff,Aviva Slesin,Jeffrey Hornaday,Gordon Edelstein,Neal Miller,John Herzfeld,Jeff Bleckner,Alan Handley,Dianah Wynter,Virgil W. Vogel,Michel Legrand,Susan Rohrer,James B. Clark,Beau Bridges,Eamon Harrington,Fred Barzyk,James Scott,Martin Tahse,Claude Kerven,Gilbert Moses,Consuelo González,Wes Kenney,Ian MacNaughton,Neal Baer,Joan Van Ark,Art Wolff,Tom Blank,John Watkin,Joey Ford,Camille Thomasson,Gwen Arner,Tom G. Robertson,Jack Regas,Victoria Hochberg,Pamela Berlin,Kevin Hooks,Mark Cullingham,Robert C. Thompson,Robert Chenault,Tony Frangakis,John Rubinstein,Jim Gates,Steven Schachter,Catlin Adams,Stan Lathan,Herbert Klynn,Larry Elikann,Fern Field,Anthony Lover,Peter Horton,John Florea,Robert Lieberman,Nancy Cooperstein,Clay Eide,Arthur Barron,Charles A. Nichols,Lloyd Kramer,Melissa Gilbert,Joseph Manduke,Stephen Gyllenhaal,Richard Slote,Mel Ferber,Albert Waller,Peter Kimball,Robert Fuest,Richard C. Bennett,James Becket,Ralph Rosenblum,William Schreiner,Lee Grant,Joanna Lee","Harvey Bullock,Bob Rodgers,Gerald Gardner,Alfred Lewis Levitt,Helen Levitt,Howard Rayfiel,William Shakespeare,Clyde Ware,Lisa Melamed,Betty G. Birney,Jeri Taylor,Michael McGreevey,Christopher Whitesell,Durrell Royce Crays,Jeffrey Kindley,Bruce Harmon,Jeanne Betancourt,Arthur Heinemann,Paul W. Cooper,Betsy Byars,Judy Engles,D.J. MacHale,Jan Hartman,Larry Spiegel,Thomas Baum,Fern Field,Courtney Flavin,Kat Smith,Gordon Rayfield,Yan Moore,Regge Bulman,Albert Waller,Gloria Banta,Patricia Nardo,Duane Poole,Arthur Barron,Jean Robinson,Joan Oppenheimer,Jim Inman,Gloria Gonzalez,Daryl Warner,Johnny Dawkins,Francine Pascal,Marisa Gioffre,Sydney Julien,Josef Anderson,Marjorie Rosen,Todd Strasser,Joanna Lee,Marilyn Webber,Clay Eide,Fred Bodsworth,Alvin Boretz,Jameson Brewer,Guy Fraumeni,James Ivory,Elinor Karpf,Stephen Karpf,Peggy Mann,Hildy Parks,Ruth Prawer Jhabvala,Isabella Taves,Lee Kalcheim,Edmond Rostand,Ronald Rubin,Richard Slote,Leonard Spigelgass,Betty Baker,Tony Kayden,Mildred Lee,Ellen Conford,Kay Cousins Johnson,Jeff Millar,Stella Pevsner,Fred Pressburger,Constance Greene,Susan Fichter Kennedy,Emily Cheney Neville,Elaine Evans Rushnell,Barbara Cohen,E. Jack Kaplan,Robert C. Lee,Michel Legrand,George A. Mendoza,Irma Reichert,Dick Robbins,Marjorie L. Sigley,Alfred Slote,Harry Winer,George Malko,Howard Rayfield,Sandra Scoppettone,Marcia L. Simon,Mildred Ames,Michael Bonadies,Jeannette Eyerly,John Herzfeld,Len Jenkin,Nancy Garden,Paul R. Hunter Jr.,Barbara Morgenroth,Anne Snyder,Hila Colman,Carolyn Miller,Sandra Peden Miller,Harold Peters,Virginia L. Carter,Ray Cunneff,Chris Manheim,Gloria D. Miklowitz,Richard Glatzer,Adoley Odunton,Mary Rodgers,Franklin Thompson,Louise Moeri,Craig Storper,Anson Williams,Jerry Blatt,Eve Bunting,Linda Elstad,David Hoffman,Dolores Morris,Mary Pleshette Willis,Leslie Daryl Zerg,Victoria Hochberg,Mardee Kravit,Donald Margulies,Linda Movish,Donald MacDonald,John Alan Palmer,David Perlmutter,James Pirone,Susan Rohrer,Camille Thomasson,Neal Baer,Linda Bergman,Penny DuPont,David Leslie,Nicky Noxon,Caryl Rivers,Martin Tahse,Brenda Wilson,Peg Haller,Bob Schneider,Beth Thompson,Tracey Thompson,David Villaire,Chuck Menville,Ilene Cooper,Casey Kurtti,Neal Miller,Bich-Nga Nguyen,Tony Blake,Lorna Davis,David J. Eagle,Eamon Harrington,Paul Jackson,Carol Starr Schneider,John Watkin,Madeline Di Maggio,Harriet Dickey,Karen Kasaba,Marilyn Reynolds,Jeanne Romano,Paula Sweeney"
tt0202207,"Bernard Freimovitz,Peter Sander,Rick Morrison","Cheryl Blakeney,Mary Crawford,Peter Landecker,Alan Templeton,Christophe Izard,Patrick Granleese,Thor Bishopric,Diana West,Ken Ross,Jean-Marc Lofficier,Randy Lofficier,Peter Sander,Todd Swift,Gilles Adrien,Stewart Dudley,Patrick Galliano,Thomas LaPierre,Lucie Lortie,Olivier Montegut,Michael O'Mahony"
tt0203259,"Jud Taylor,Peter Medak,Lesli Linka Glatter,Steve Shill,Elodie Keene,Rick Wallace,Edwin Sherin,Michael Zinberg,Nick Gomez,Chris Eyre,Kate Woods,James Quinn,James Hayman,Michael Pressman,David Hugh Jones,Martha Mitchell,Donna Deitch,Alan Metzger,Henry Bronchtein,Stephanie A. Marquardt,Rick Rosenthal,Michelle MacLaren,Alex Zakrzewski,Laura Belsey,Gloria Muzio,Sharat Raju,Marita Grabiak,Tom DiCillo,Batan Silva,Monica Raymund,Chad Lowe,Christopher Misiano,Ed Bianchi,Jonathan Herron,Fred Berner,Timothy Busfield,Courtney Hunt,Clark Johnson,Leslie Hope,Helen Shaver,Joyce Chopra,Tricia Brock,Peter Leto,Mariska Hargitay,Yelena Lanskaya,Alik Sakharov,Félix Enríquez Alcalá,Jim McKay,Paul Black,Jonathan Starch,Daniel Sackheim,Laurie Collyer,Jonathan Kaplan,Christopher Zalla,Jean de Segonzac,Jono Oliver,Constantine Makris,Paul McCrane,Holly Dale,Matt Earl Beesley,Amy Redford,Peter Werner,Adam Bernstein,Aaron Lipstadt,Michael Slovis,Richard Dobbs,Patrick Creadon,Ray McKinnon,George Pattison,Stephen Wertimer,Lucy Liu,Jennifer Getzinger,Norberto Barba,Juan José Campanella,Kevin Bray,Ted Kotcheff,Michael Smith,Guy Norman Bee,Rosemary Rodriguez,David Platt,Eriq La Salle,Darnell Martin,Arthur W. Forney,Michael Fields,Alex Chapple,Alexander Cassini","Julie Martin,Patrick Harbinson,Ed Zuckerman,Jose Molina,Ian Biederman,Marjorie David,Chris Levinson,Neal Baer,Dick Wolf,Warren Leight,Brianna Yellen,Robert Brooks Cohen,Céline C. Robinson,Dawn DeNoon,Jonathan Greene,Amanda Green,Judy McCreary,Kevin Fox,Michele Fazekas,Tara Butters,Elizabeth Rinehart,Lisa Marie Petersen,Michael S. Chernuchin,Peter Blauner,Robert F. Campbell,Daniel Truly,Allison Intrieri,John Paul Roche,Richard Sweren,Lawrence Kaplow,Rick Eid,Wendy West,Jeff Eckerle,Jill Abbinanti,Brendan Feeney,Samantha Corbin-Miller,Ken Storer,Mick Betancourt,Paul Grellong,Michael R. Perry,Gwendolyn M. Parker,Barbie Kligman,Robert Nathan,Christine M. Torres,David Matthews,Gavin Harris,Micharne Cloughley,Kathy Dobie,Robert Palm,David J. Burke,Nick Kendrick,Joshua Kotcheff,Speed Weed,Bryan Goluboff,Robin Veith,A. Zell Williams,Ryan Causey,Matt Klypka,Lisa Takeuchi Cullen,Denis Hamill,Monet Hurst-Mendoza,Roger Garrett,Kathy Ebel,Stephen Belber,Ruth Fletcher,Christos N. Gage,Mark Goffman,Kam Miller,Josh Singer,Charley Davis,Chris Brancato,Jeffrey Baker,Kinan Copen,Jordan Barsky,John Chambers,Miriam Kazdin,Rene Balcer,Nick Harding,Eva Nagorski,Janet Tamaro,Clifton Campbell,Javier Grillo-Marxuach,Marilyn Osborn,Todd Robinson,Tracey Stern,Martin Weiss,Liz Friedman,Adisa Iwa,Vanessa Place,Roger Wolfson,David Foster,Michael Angeli,George Huang,Lisa Loomer,Brian Fagan,Stuart Feldman,Marygrace O'Shea,Pedro Garcia,Aaron Tracy,Matt Olmstead,Jill Lorie Hurst,Penelope Koechl,Cheryl L. Davis"
tt0204110,"Daniel Barone,Adrián Suar","Gustavo Belatti,Mario Segade,Adrián Suar"
tt0207919,"Bruce Pittman,Steve DiMarco,Jorge Montesi,Holly Dale,Jean-Pierre Prévost,Julian Grant,Mark Roper,Jonathan Hackett,David Wu,John Bell,Don McCutcheon,Paolo Barzman,Ken Girotti,Wade Eastwood,Stefan Scaini,Clay Borris,Chris Bould,Ian Toynton,Graeme Lynch,Larry A. McLean,Milan Cheylov,Terry Ingram,Jeff King,George Mendeluk","Rio Fanning,Naomi Janzen,Gil Grant,Jurgen Wolff,Rob Gilmer,Bill Taub,Jeff King,Charles Heit,Leonard Dick,André Jacquemetton,Ronald A. Levinson,Michelle Lovretta,Elizabeth Baxter,Martin Brossollet,Kristy Dobkin,Edwina Follows,David Wolkove,Maria Jacquemetton,Frank Encarnacao,Ian Toynton,William Gough,Julie Lacey,Becky Southwell,Alison Lea Bingeman,David Koslove,Peter Mohan,Larry Mollin,James Thorpe,Tracey Forbes,Peter Hume,Damian Kindler,Arne Olsen"
tt0209095,Rob Spera,"Mark Jones,William Wells,Alan Reynolds,Rob Spera,Doug Hall,Jon Huffman"
tt0212395,"Bob Balaban,Sandy Smolan,David Hugh Jones,Stephen Cragg,Martha Mitchell,Harry Winer,Timothy Van Patten,Alan Taylor,Christopher Misiano,Aaron Lipstadt,Vincent Misiano,Bryan Spicer,Glenn Gordon Caron,Jace Alexander,Ronald L. Schwary,Susan Seidelman","René Echevarria,Michael Angeli,Glenn Gordon Caron,Ted Humphrey,Marlane Meyer,Thom Bray,Debbie Sarjeant,Hans Tobeason,Dan E. Fesman,Harry Victor"
tt0213377,"Tom Burton,Mary Cim","Peter Keefe,Michael Maurer,Larry Bischof,William Brian Lowry,Richard Merwin,Tony Marino,Marc Handler,Doug Lefler,Lynn Lefler,Pamela Hickey,Dennys McCoy"
tt0217869,M. Night Shyamalan,M. Night Shyamalan
tt0218475,Steve Dunning,Steve Dunning
tt0226430,Isaac H. Eaton,Isaac H. Eaton
tt0227976,Maurits Balfoort,"Maurits Balfoort,Ernest Claes,Myriam de Lille,Cornelis Staes"
tt0228040,Neil Kinsella,"Peter Beckwith,Neil Kinsella,David R. Williams"
tt0228502,Betsan Morris Evans,"Mary Elizabeth Braddon,Donald Hounam"
tt0232734,Raj Khosla,Bobby Tappia
tt0233283,Laurent Boutonnat,Laurent Boutonnat
tt0237123,Martin Dennis,Steven Moffat
tt0237501,Clifton Ko,Raymond To
tt0238936,Sanjay Leela Bhansali,"Saratchandra Chatterjee,Prakash Kapadia,Sanjay Leela Bhansali"
tt0240149,Christian Carion,"Christian Carion,Eric Assous"
tt0240285,"John Ammonds,Keith Beckett","Eric Morecambe,Ernie Wise,Barry Cryer,Eddie Braben,John Junkin"
tt0241822,Stanley Jacobs,Stanley Jacobs
tt0242160,"Zsolt Végh,Angéla Stefanovics,Zoltán Kálmánczhelyi","Zsolt Végh,Angéla Stefanovics,Zoltán Kálmánczhelyi"
tt0243073,"Carolyn Mee,David Summons,Samantha Brampton,Ian Stevenson,Craig Meade,Greg Quail",Andrew Farrell
tt0243155,Sharon Maguire,"Helen Fielding,Andrew Davies,Richard Curtis"
tt0245916,Edward Lucas,"Michael A. Graham,Ted Haimes"
tt0246460,Lee Tamahori,"Ian Fleming,Neal Purvis,Robert Wade"
tt0250161,David Burton Morris,"Donald Spoto,Eric Ellis Overmyer,Tina Andrews"
tt0250687,Jerry Zucker,Andy Breckman
tt0253358,Robert M. Mansfield,Robert M. Mansfield
tt0253831,Jackie May,"Catherine May,Al Rae"
tt0254024,Sally Brady,"John Flanagan,Gary Reilly"
tt0258501,Don Thompson,Don Thompson
tt0258854,Carl Seaton,"Carl Seaton,Kenny Young"
tt0261012,André Vaillancourt,André Vaillancourt
tt0262975,"Artur Urbanski,Teresa Kotlarczyk,Jakub Skoczen,Monika Figura,Maciej Dejczer,Grzegorz Lewandowski,Artur Zmijewski,Kinga Debska,Krzysztof Rogala,Janusz Dymek,Wojciech Wójcik,Maciej Pieprzyca,Jerzy Lukaszewicz,Waldemar Szarek,Ryszard Zatorski,Adam Guzinski,Kordian Piwowarski,Malgorzata Imielska,Grzegorz Pacek,Piotr Weresniak,Radoslaw Piwowarski,Greg Zglinski","Agnieszka Krakowiak,Ilona Lepkowska,Renata Frydrych,Ryszard Zatorski,Maria Ciunelis,Joanna Olczakówna,Robert Maka,Maciej Maciejewski,Bartosz Blaschke,Andrzej Golda,Grzegorz Lewandowski,Przemyslaw Pilarski,Dana Lukasinska,Piotr Subbotko,Katarzyna Grochola,Lukasz Czapski,Monika Zieba,Piotr Weresniak,Piotr Chrzan,Urszula Kolodziej,Anna Stanko,Mariusz Bielinski,Monika Purzycka,Agnieszka Blotnicka,Agnieszka Kuszewicz,Agnieszka Olejnik,Marcin Strzelecki,Aneta Glowska,Lukasz Walczak,Karolina Frankowska,Dorota Jankojc-Poddebniak"
tt0263235,Judy Chaikin,"Judy Chaikin,Gregory Burns"
tt0264365,Walter von Huene,"Tray McKnight,Walter von Huene,Michael Hartson"
tt0264605,Michel Qissi,"Jonathan Davenport,Michel Qissi"
tt0266489,Danny DeVito,Larry Doyle
tt0266647,Wim Vandekeybus,"Jan De Coster,Wim Vandekeybus"
tt0267165,"Vincent Monnet,Christophe Douchand,Denys Granier-Deferre,Edwin Baily,Didier Le Pêcheur","Eric Kristy,Philippe Setbon,Christophe Douchand,Thierry Jonquet,Andréa H. Japp,Pierre Filoche,Michel Leydier,Olivier Thiébaut,Louis C. Thomas,Pierre Bourgeade,Jean-François Coatmeur,Didier Daeninckx,Sylvie Granotier,Brigitte Kernel,Roger Martin,Sophie Révil,Thierry Aguila,Philippe Huet"
tt0267490,Lucho Bender,"Lucho Bender,Pablo Cedrón,Pedro Loeb"
tt0267539,Zsombor Dyga,Balázs Lovas
tt0270116,"Caitlin Jay,Joe Nocerito,Kate Roth Knull,Mark Dickison,Mike Jay,Bob Morris,Christopher Sgueglia,Victor Mathews",Charlie Rose
tt0271894,"Nora Gerard,T.J. Asprea,Susan Spencer,Star Telegram,Peter Doyle,Chip Colley,Gabriel Koura,Bill Brady,Jack Kelly,James McGrath,Matthew DeVoe,Eric Shapiro,Rob Klug","Craig Wilson,Nancy Kramer,Barry Leibowitz,Judy Tygard,Kathleen O'Connell,Thomas Flynn,Susan Spencer,Amanda Pike,Jerry Cipriano,James Patterson"
tt0274680,Filippos Tsitos,Filippos Tsitos
tt0276971,Herman Yau,Yee Shan Yeung
tt0278657,"Melissa White,Michael Sciulli",Michael Kane
tt0280994,Roy Mack,Herman Ruby
tt0282292,"Daniel Aguirre,Carlos Luna","Fidel Chiatto,Amparo Iribas,Claudio Lacelli,Betina Sancha"
tt0284498,Joëlle Bentolila,Joëlle Bentolila
tt0286106,M. Night Shyamalan,M. Night Shyamalan
tt0286336,"Elphin Lloyd-Jones,Philippe Leclerc","Valerie Georgeson,Colin Dann,Jenny McDade,Steve Walker"
tt0287467,Pedro Almodóvar,Pedro Almodóvar
tt0289360,Igor Filipovic-Fila,"Igor Filipovic-Fila,Renato Orlic"
tt0291943,Hanns Christian Müller,"Gerhard Polt,Franco Ferrini,Hans Weth,Hanns Christian Müller"
tt0292367,Chiu Feng Yuan,Weibang Ma-Xu
tt0293113,Guy Maddin,"Bram Stoker,Mark Godden"
tt0296831,Marc-André Grynbaum,"Marc-André Grynbaum,Philippe Triboit"
tt0297607,"Greg Francis,Joe Wiecha,Bertrand Morin,John Kavanaugh,Stuart Taylor,J. Darin Wales,Jeffrey Fine","Peter Koper,Tom Jennings,Allison Erkelens,David O'Donnell,Steven Sessions,Michael Ray Brown,Joe Amodio,Michael Martin,Tom Naughton,Mike Sinclair,Emmanuelle Wiecha,Paul Sauer,E.M. Kennedy,Victoria Fraser,Marc Weinberg"
tt0298865,Glen Baisley,Glen Baisley
tt0300406,Wladyslaw Pasikowski,Wladyslaw Pasikowski
tt0301043,Sylwester Latkowski,Sylwester Latkowski
tt0302244,Georg Schiemann,"Gert Billing,Hans Jürgen Faschina,Georg Schiemann"
tt0302447,"Irene Arzuaga,Gracia Querejeta,Ramón Fernández,Cecilia Bartolomé,Azucena Rodríguez,Miguel Ángel Bernardeau,Sergio Cabrera,Antonio Cano,Antonio Cuadri,Agustín Crespi,Manuel Gómez Pereira,José María Caro,Óscar Aibar,Manuel Palacios,Moisés Ramos","Miguel Ángel Bernardeau,Eduardo Ladrón de Guevara,Sonia Sánchez,Jacobo Delgado,Alberto Macías,Ignacio del Moral,Patrick Buckley,Joaquín Oristrell,Curro Royo,Laura Pousa,Carlos Molinero,Bárbara Alpuente,Javier G. Amezúa,Verónica Fernández,Marisol Ferré,Carlos Asorey,Bernardo Sánchez,Pablo Bartolomé,Ángeles González Sinde,Moisés Gómez Ramos,Oscar Lurueña,Antonio Onetti,Miguel Ángel Fernández,Joaquín Górriz,Cecilia Bartolomé,Montserrat Fernández,Azucena Rodríguez,Mireia Llinàs,Laura León,Antonio Cano"
tt0303184,Gábor Herendi,"Gábor Herendi,Gyula Márton"
tt0308670,Steven Lo,"Canny Leung,Chi Shan Leung"
tt0310029,Fernando Fragata,Fernando Fragata
tt0311792,Man Kei Chin,Man Kei Chin
tt0312528,Bo Welch,"Dr. Seuss,Alec Berg,David Mandel,Jeff Schaffer"
tt0315850,Pablo Trapero,"Nicolas Gueilburt,Ricardo Ragendorfer,Dodi Shoeuer,Pablo Trapero,Daniel Valenzuela"
tt0317186,Pierre Erwan Guillaume,Pierre Erwan Guillaume
tt0319509,Bernardo Spoliansky,"Alberto Fonseca,Leonidas Labanca,Nathán Pinzón"
tt0327733,Sergio Martino,"Sergio Martino,Sauro Scavolini"
tt0328731,Wolfgang Liebeneiner,"Eckart Hachfeld,Jaroslav Hasek,Grete Reiner"
tt0329512,Davor Zmegac,Davor Zmegac
tt0331341,Christian Braad Thomsen,Christian Braad Thomsen
tt0332452,Wolfgang Petersen,"Homer,David Benioff"
tt0340109,Nisha Ganatra,"Tassie Cameron,Jackie May"
tt0344647,"Michael Weinstein,Steve Goodman",Jacklyn Thrapp
tt0346457,Ketan Mehta,"H. Banerjee,Farrukh Dhondy,Ranjit Kapoor"
tt0355364,Daniel Springen,"Rory Penland,Bill Suchy"
tt0359423,Michael Mayer,Michael Cunningham
tt0360735,Andy Kumpon,Andy Kumpon
tt0360845,Jean-Luc Godard,Jean-Luc Godard
tt0360890,Ralf Schmerberg,"Antonia Keinz,Hermann Hesse,Claire Goll,Ernst Jandl,Heiner Müller,Johann Wolfgang von Goethe,Selma Meerbaum-Eisinger,Mascha Kaleko,Ingeborg Bachmann,Kurt Tucholsky,Erich Kästner,Hans Arp,Else Lasker-Schüler,Georg Trakl,Heinrich Heine,Paul Celan,Rainer Maria Rilke,Isabel Tuengerthal,Friedrich Schiller,Ralf Schmerberg,Hilde Domin"
tt0361177,Édgar Liendo,"Milagros del Valle,Ana Mercedes Escámez,Delia Fiallo"
tt0362582,Daniel Barone,"Adrián Suar,Marcos Carnevale,Marcela Guerty"
tt0363092,Peter Patzak,Stefan Kolditz
tt0364656,Gary Yates,Gary Yates
tt0371746,Jon Favreau,"Mark Fergus,Hawk Ostby,Art Marcum,Matt Holloway,Stan Lee,Don Heck,Larry Lieber,Jack Kirby"
tt0373812,Brent Ray,"Brent Ray,David Yim"
tt0375782,Michael D. Akers,Michael D. Akers
tt0382222,Chris Cook,Chris Cook
tt0382477,Yuichi Abe,Yoshiyuki Tomino
tt0382491,"Eric Till,Axel Engstfeld,Jens-Peter Behrend,Niobe Thompson,Dieter Grossherr,Sahar Eslah,Tim Walker,Kay Siering,Daniel Gerlach,Andreas Gutzeit,David Flamholc,Kirstin Bergmann,Cristina Trebbi,Uta von Borries,Hans von Kalckreuth,Thomas Lischak,Thomas Bakels,Frank Papenbroock,Achim Zeilmann,Christopher Gerisch,Christian Feyerabend,Peter Moers,Friedrich Klütsch,Tilman Remme,Christel Fomm,Florian Breier,Daniel Sich,Jürgen Stumpfhaus,Christian Schwochow,Wolfgang Würker,Jens Monath,Simone Rosner,Gerhard J. Rekel,Heike Schmidt,Gisela Graichen,Mira Thiel,Petra Thurn,Meike Hemschemeier,Hamid Herraf,Philipp Grieß,Martin Widman,Jeremy Hall,Christian Heynen,Michael Lachmann,Alexander Ziegler,Mark Daniels,Hannes Schuler,Jens Afflerbach,Robert Wortmann,Hajo Bergmann,Kathrin Beck,Luise Wagner,Karl Vandenhole,Martin Becker,Eike Schmitz,Rolf Pflücke,Sabine Bier,Willi Waschull,Tamara Spitzing,Nina Koshofer,Ralf Blasius,Frederic Eger,Volker Arzt,Saskia Weisheit,Marc Brasse,Iris Gesang,Hans Fricke,Isabelle Lange,Georg Graffe,Ulla Lohmann,Claudia Ruby,Renate Beyer,Jérôme Julienne,Gerhard Thiel,Helga Lippert,Stephan Koester,Nanje Teuscher,Matthew Wortman,Alfredo Mario Segers,Franz Leopold Schmelzer,Judith Voelker,Dennis Wells,Stefan Schneider,Peter Pippig,Gudrun Ziegler,Peter Prestel,Ewa Pytka,Gabriele Wengler,Juliane Zerbst,Friedrich Steinhardt,Oliver Frohnauer,Volker Schmidt,Anja Kindler,Jan Biekehör,Francesca D'Amicis,Axel Sand,Christian Stiefenhofer,Sigrun Laste,Robert Wiezorek,Martin Papirowski,Birgit Tanner,Arne Peisker,Peter Baumann,Volker Panzer,Arno Peik,Robert Schotter,André Rueedi,Eberhard Thiem,Carsten Gutschmidt,Robert Linnell,Christian Twente,Thomas Schultze-Westrum,Hans-Joachim Gally,Michael Albus,Andreas Sawall,Andrew Cochran,Béatrice Bruchez,Gottfried Kirchner","Niobe Thompson,Gottfried Kirchner,Christian Feyerabend,Susanne Utzt,Helga Lippert,Jens Afflerbach,Heike Schmidt,Robert Schotter,Andreas Sawall,Johannes Geiger,Gisela Graichen,Peter Prestel,Nina Koshofer,Christopher Gerisch,Birgit Tanner,Ingo Helm,Eike Schmitz,Luise Wagner,Martin Papirowski,Gerhard J. Rekel,Heike Nelsen-Minkenberg,Friedrich Steinhardt,Cristina Trebbi,Anja Kindler,Petra Höfer,Freddie Röckenhaus,Rolf Pflücke,Volker Arzt,Andrew Cochran,Robert Linnell,Georg Graffe,Gerhard Thiel,Daniel Gerlach,Christian Twente,Friedrich Klütsch,Daniel Sich,Claudia Ruby,Sigrun Laste,Judith Voelker,Jochen Ruderer,Jan Karitzky,Tilman Remme,Florian Breier,Christian Stiefenhofer,Alexander Hogh,Elin Carlsson,Peter Baumann,Thomas Schultze-Westrum,Jens-Peter Behrend,Hajo Bergmann,Dieter Grossherr,Béatrice Bruchez,Hans-Joachim Gally,André Rueedi,Jan Biekehör,Ewa Pytka,Gudrun Ziegler,Matthias Kopfmüller,Renate Beyer,Claudia Moroni,Tamara Spitzing,Christoph Spielberger,Christian Schwochow,Peter Moers,Frank Papenbroock,Stephan Arapovic,Tahir Shah,Kay Siering,Tim Walker,Uta von Borries,Jürgen Stumpfhaus,Jens Monath,Simone Rosner,Petra Thurn,Tamar Baumgarten-Noort,Sabine Clauser,Meike Hemschemeier,Stefan Schneider,Philipp Grieß,Christoph Weinert,Martin Widman,Sebastian Scherrer,Alexander Ziegler,Volker Schmidt,Jörg Wagner,Mark Daniels,Ruth Omphalius,Kathrin Beck,Sabine Bier,Fred Fougea,Iris Gesang,Jens Hahne,Isabelle Lange,Arne Peisker,Larissa Richter,Stefan Schulze,Nanje Teuscher,Dennis R. Wells,Sahar Eslah,Uwe Kersken"
tt0384237,Lawrence Gardner,"Lawrence Gardner,Marvin Gardner,Bruce Inglis"
tt0384766,"Steve Shill,Julian Farino,Timothy Van Patten,Allen Coulter,Alan Taylor,Alik Sakharov,Roger Young,Carl Franklin,Jeremy Podeswa,Adam Davidson,Mikael Salomon,John Maybury,Michael Apted,Alan Poul","John Milius,Bruno Heller,William J. MacDonald,Scott Buck,Todd Ellis Kessler,Mere Smith,Alexandra Cunningham,David Frankel,Adrian Hodges,Eoghan Mahony"
tt0385705,Nick Love,"John King,Nick Love"
tt0387199,"Julian Farino,Daniel Attias,Craig Zisk,David Nutter,Adam Bernstein,Adam Davidson,Seith Mann,David Frankel,Doug Ellin,Patty Jenkins,Ken Whittingham,Mark Mylod,Tucker Gates,Kevin Connolly,Leslie Libman,Roger Kumble","Marc Abrams,Michael Benson,Doug Ellin,Wesley S. Nickerson III,Lisa Alden,Ally Musika,Kenny Neibart,Ben Nedivi,Matt Wolpert,Rob Weiss,Cliff Dorfman,Brian Burns,Larry Charles,Tim Griffin,Stephen Levinson,Chris Henchy,Jerry Ferrara,Dusty Kay"
tt0388795,Ang Lee,"Annie Proulx,Larry McMurtry,Diana Ossana"
tt0388980,Bill Paxton,Mark Frost
tt0389670,"Janusz Dymek,Jerzy Lukaszewicz,Ewa Pytka,Jerzy Sztwiertnia,Wojciech Solarz,Kazimierz Tarnas,Iwona Siekierzynska,Ryszard Brylski,Kinga Lewinska,Jacek Lenczowski,Tomasz Szafranski","Miroslaw Bork,Stanislaw Krzeminski,Olaf Olszewski,Ewa Popiolek"
tt0390474,Wayne Spitzer,Wayne Spitzer
tt0393494,"Andy Kumpon,Wayne Spitzer,Kevin J. Lindenmuth,Chris Mack","Andy Kumpon,Wayne Spitzer,Todd French,Chris Mack"
tt0396269,David Dobkin,"Steve Faber,Bob Fisher"
tt0396570,Graham Cantwell,Brian O'Tiomain
tt0399336,Jalmari Helander,"Jalmari Helander,Jorma Tommila"
tt0399633,Bibi Bozzato,"Bibi Bozzato,Lorenzo Soccoli"
tt0400998,"Uri Gal-Ed,Adam Heydt,Shilpa Mankikar,Rebecca Staley",Shilpa Mankikar
tt0403505,David Nicholas,"Edward Gorsuch,April White"
tt0405266,Rituparno Ghosh,"Rituparno Ghosh,O. Henry"
tt0408196,P.J. Pesce,"J.S. Cardone,Michael Frost Beckner,Crash Leyland,Ross Helford"
tt0409673,Yves Pelletier,Yves Pelletier
tt0414476,Filip Jan Rymsza,Filip Jan Rymsza
tt0415342,Scott Beck,Scott Beck
tt0417552,Andrey Novoselov,Irina Borodulina
tt0417686,Johannes Roberts,"Joseph London,Johannes Roberts"
tt0419253,Wenn V. Deramas,"Mel Mendoza-Del Rosario,Artemio Abad,Raymond Diamzon,Francis Xavier Pasion"
tt0419821,Macoto Tezuka,Macoto Tezuka
tt0420982,Aleksey Balabanov,"Stas Mokhnachev,Aleksey Balabanov"
tt0421082,Anton Corbijn,"Deborah Curtis,Matt Greenhalgh"
tt0421316,"Barnet Kellman,Gary Halvorson,Mark Cendrowski,Terry Hughes,Steve Zuckerman","Eileen Heisler,DeAnn Heline,Katy Ballard,Rob Bragin,Rodney Rothman,Bill Daly,Judah Miller,Murray Miller,Justin Spitzer,Vincent Brown"
tt0428452,Mars Horodyski,"Mars Horodyski,Jay Prychidny"
tt0430770,Diane English,"Anita Loos,Diane English,Clare Boothe Luce,Jane Murfin"
tt0435370,Antonio Dyaz,Antonio Dyaz
tt0435680,Menhaj Huda,Noel Clarke
tt0436869,David Tufford,Kevin Ross
tt0437086,Robert Rodriguez,"James Cameron,Laeta Kalogridis,Yukito Kishiro"
tt0437741,"Ariel Boles,Paul Starkman,Tony Sacco,Ryan Bunnell,Rich Kim,Craig Spirko","Eli Holzman,Heidi Klum"
tt0438315,Victor Salva,"Kevin Bernhardt,Dan Millman"
